,fiscal_year,Main_Organization,agency_ic_admin_name,award_amount,duration_days,organization_org_state,agency_state
14857,2016,University of Pittsburgh,National Institute on Drug Abuse,1070007.0,364.0,PA,MD
14858,2016,University of Pittsburgh,National Cancer Institute,111649.0,364.0,PA,MD
14859,2016,University of Pittsburgh,National Cancer Institute,43576.0,364.0,PA,MD
14860,2016,University of Pittsburgh,National Institute on Aging,632809.0,272.0,PA,MD
14861,2016,University of Pittsburgh,Eunice Kennedy Shriver National Institute of Child Health and Human Development,316354.0,729.0,PA,MD
14862,2016,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,334950.0,729.0,PA,MD
14863,2016,University of Pittsburgh,National Heart Lung and Blood Institute,727308.0,364.0,PA,MD
14864,2016,University of Pittsburgh,National Institute of Nursing Research,656467.0,276.0,PA,MD
14865,2016,University of Pittsburgh,National Cancer Institute,938000.0,364.0,PA,MD
14866,2016,University of Pittsburgh,National Institute of Biomedical Imaging and Bioengineering,346500.0,364.0,PA,MD
14867,2016,University of Pittsburgh,National Institute on Aging,42554.0,77.0,PA,MD
14868,2016,University of Pittsburgh,NIH Office of the Director,478554.0,364.0,PA,MD
14869,2016,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,331406.0,729.0,PA,MD
14870,2016,University of Pittsburgh,National Institute of Dental and Craniofacial Research,101195.0,547.0,PA,MD
14871,2016,University of Pittsburgh,National Heart Lung and Blood Institute,93779.0,364.0,PA,MD
14872,2016,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,221310.0,364.0,PA,MD
14873,2016,University of Pittsburgh,National Cancer Institute,331357.0,359.0,PA,MD
14874,2016,University of Pittsburgh,National Eye Institute,462000.0,364.0,PA,MD
14875,2016,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,336567.0,364.0,PA,MD
14876,2016,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,346500.0,364.0,PA,MD
14877,2016,University of Pittsburgh,National Institute of Mental Health,406044.0,364.0,PA,MD
14878,2016,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,685055.0,364.0,PA,MD
14879,2016,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,346500.0,364.0,PA,MD
14880,2016,University of Pittsburgh,National Institute of Nursing Research,478907.0,548.0,PA,MD
14881,2016,University of Pittsburgh,National Heart Lung and Blood Institute,782429.0,350.0,PA,MD
14882,2016,University of Pittsburgh,National Institute on Aging,577387.0,364.0,PA,MD
14883,2016,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,77000.0,364.0,PA,MD
14884,2016,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,765415.0,365.0,PA,MD
14885,2016,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,382423.0,365.0,PA,MD
14886,2016,University of Pittsburgh,National Institute of Mental Health,157178.0,364.0,PA,MD
14887,2016,University of Pittsburgh,National Cancer Institute,2162000.0,364.0,PA,MD
14888,2016,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,331406.0,729.0,PA,MD
14889,2016,University of Pittsburgh,National Institute on Aging,595096.0,1094.0,PA,MD
14890,2016,University of Pittsburgh,National Institute on Aging,381138.0,364.0,PA,MD
14891,2016,University of Pittsburgh,National Heart Lung and Blood Institute,379060.0,364.0,PA,MD
14892,2016,University of Pittsburgh,National Institute of Mental Health,577393.0,729.0,PA,MD
14893,2016,University of Pittsburgh,National Cancer Institute,609087.0,364.0,PA,MD
14894,2016,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,174153.0,364.0,PA,MD
14895,2016,University of Pittsburgh,National Heart Lung and Blood Institute,4297492.0,364.0,PA,MD
14896,2016,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,478209.0,364.0,PA,MD
14897,2016,University of Pittsburgh,National Institute of Mental Health,58002.0,364.0,PA,MD
14898,2016,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,120139.0,364.0,PA,MD
14899,2016,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,393600.0,364.0,PA,MD
14900,2016,University of Pittsburgh,National Heart Lung and Blood Institute,238534.0,729.0,PA,MD
14901,2016,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,184142.0,364.0,PA,MD
14902,2016,University of Pittsburgh,National Institute on Alcohol Abuse and Alcoholism,440636.0,364.0,PA,MD
14903,2016,University of Pittsburgh,National Institute of General Medical Sciences,282342.0,364.0,PA,MD
14904,2016,University of Pittsburgh,National Heart Lung and Blood Institute,132221.0,364.0,PA,MD
14905,2016,University of Pittsburgh,National Institute on Drug Abuse,189386.0,729.0,PA,MD
14906,2016,University of Pittsburgh,Agency for Healthcare Research and Quality,496866.0,364.0,PA,MD
14907,2016,University of Pittsburgh,National Institute of Mental Health,93335.0,347.0,PA,MD
14908,2016,University of Pittsburgh,National Center for Immunization and Respiratory Diseases,552431.0,364.0,PA,GA
14909,2016,University of Pittsburgh,National Institute on Aging,177834.0,501.0,PA,MD
14910,2016,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,306704.0,364.0,PA,MD
14911,2016,University of Pittsburgh,National Institute on Aging,3556865.0,364.0,PA,MD
14912,2016,University of Pittsburgh,National Institute on Minority Health and Health Disparities,592277.0,364.0,PA,MD
14913,2016,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,189760.0,348.0,PA,MD
14914,2016,University of Pittsburgh,National Institute of Biomedical Imaging and Bioengineering,77000.0,303.0,PA,MD
14915,2016,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,192500.0,364.0,PA,MD
14916,2016,University of Pittsburgh,National Cancer Institute,39834.0,364.0,PA,MD
14917,2016,University of Pittsburgh,National Cancer Institute,48576.0,364.0,PA,MD
14918,2016,University of Pittsburgh,National Institute on Aging,216130.0,212.0,PA,MD
14919,2016,University of Pittsburgh,National Heart Lung and Blood Institute,100000.0,214.0,PA,MD
14920,2016,University of Pittsburgh,National Institute on Deafness and Other Communication Disorders,148008.0,365.0,PA,MD
14921,2016,University of Pittsburgh,National Heart Lung and Blood Institute,447610.0,1094.0,PA,MD
14922,2016,University of Pittsburgh,Eunice Kennedy Shriver National Institute of Child Health and Human Development,72862.0,455.0,PA,MD
14923,2016,University of Pittsburgh,National Institute of Mental Health,779970.0,364.0,PA,MD
14924,2016,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,332150.0,52.0,PA,MD
14925,2016,University of Pittsburgh,National Institute of General Medical Sciences,558681.0,364.0,PA,MD
14926,2016,University of Pittsburgh,National Institute on Aging,739845.0,729.0,PA,MD
14927,2016,University of Pittsburgh,National Institute of Biomedical Imaging and Bioengineering,338452.0,364.0,PA,MD
14928,2016,University of Pittsburgh,National Institute of General Medical Sciences,509860.0,364.0,PA,MD
14929,2016,University of Pittsburgh,National Institute on Aging,92587.0,364.0,PA,MD
14930,2016,University of Pittsburgh,National Heart Lung and Blood Institute,125670.0,364.0,PA,MD
14931,2016,University of Pittsburgh,National Cancer Institute,1172675.0,364.0,PA,MD
14932,2016,University of Pittsburgh,National Institute of Environmental Health Sciences,538442.0,365.0,PA,NC
14933,2016,University of Pittsburgh,Eunice Kennedy Shriver National Institute of Child Health and Human Development,564935.0,729.0,PA,MD
14934,2016,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,180186.0,729.0,PA,MD
14935,2016,University of Pittsburgh,National Heart Lung and Blood Institute,722020.0,395.0,PA,MD
14936,2016,University of Pittsburgh,National Cancer Institute,973400.0,729.0,PA,MD
14937,2016,University of Pittsburgh,National Institute on Aging,248526.0,364.0,PA,MD
14938,2016,University of Pittsburgh,John E. Fogarty International Center for Advanced Study in the Health Sciences,107767.0,729.0,PA,MD
14939,2016,University of Pittsburgh,National Institute of General Medical Sciences,376939.0,364.0,PA,MD
14940,2016,University of Pittsburgh,National Heart Lung and Blood Institute,2704375.0,272.0,PA,MD
14941,2016,University of Pittsburgh,National Cancer Institute,346500.0,365.0,PA,MD
14942,2016,University of Pittsburgh,National Institute of General Medical Sciences,280529.0,365.0,PA,MD
14943,2016,University of Pittsburgh,National Institute of Nursing Research,535227.0,365.0,PA,MD
14944,2016,University of Pittsburgh,National Heart Lung and Blood Institute,154125.0,364.0,PA,MD
14945,2016,University of Pittsburgh,National Heart Lung and Blood Institute,385312.0,364.0,PA,MD
14946,2016,University of Pittsburgh,National Heart Lung and Blood Institute,173925.0,364.0,PA,MD
14947,2016,University of Pittsburgh,National Institute on Deafness and Other Communication Disorders,118419.0,364.0,PA,MD
14948,2016,University of Pittsburgh,National Institute on Aging,127686.0,364.0,PA,MD
14949,2016,University of Pittsburgh,National Cancer Institute,154060.0,364.0,PA,MD
14950,2016,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,449786.0,364.0,PA,MD
14951,2016,University of Pittsburgh,National Institute of Mental Health,1.0,273.0,PA,MD
14952,2016,University of Pittsburgh,National Institute of Mental Health,1.0,273.0,PA,MD
14953,2016,University of Pittsburgh,National Institute of Mental Health,1.0,273.0,PA,MD
14954,2016,University of Pittsburgh,National Heart Lung and Blood Institute,240547.0,365.0,PA,MD
14955,2016,University of Pittsburgh,National Institute on Aging,158152.0,365.0,PA,MD
14956,2016,University of Pittsburgh,National Institute on Aging,189944.0,365.0,PA,MD
14957,2016,University of Pittsburgh,National Institute on Aging,317203.0,365.0,PA,MD
14958,2016,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,461919.0,364.0,PA,MD
14959,2016,University of Pittsburgh,National Heart Lung and Blood Institute,620871.0,364.0,PA,MD
14960,2016,University of Pittsburgh,National Institute on Aging,132249.0,364.0,PA,MD
14961,2016,University of Pittsburgh,National Heart Lung and Blood Institute,399671.0,364.0,PA,MD
14962,2016,University of Pittsburgh,National Institute on Deafness and Other Communication Disorders,54769.0,364.0,PA,MD
14963,2016,University of Pittsburgh,National Cancer Institute,259187.0,364.0,PA,MD
14964,2016,University of Pittsburgh,National Cancer Institute,65925.0,364.0,PA,MD
14965,2016,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,428194.0,364.0,PA,MD
14966,2016,University of Pittsburgh,National Cancer Institute,203836.0,364.0,PA,MD
14967,2016,University of Pittsburgh,National Cancer Institute,74929.0,364.0,PA,MD
14968,2016,University of Pittsburgh,National Cancer Institute,91699.0,364.0,PA,MD
14969,2016,University of Pittsburgh,National Institute of Environmental Health Sciences,42732.0,272.0,PA,NC
14970,2016,University of Pittsburgh,National Heart Lung and Blood Institute,511603.0,364.0,PA,MD
14971,2016,University of Pittsburgh,National Institute on Alcohol Abuse and Alcoholism,732119.0,364.0,PA,MD
14972,2016,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,1577393.0,364.0,PA,MD
14973,2016,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,4142379.0,364.0,PA,MD
14974,2016,University of Pittsburgh,National Institute of General Medical Sciences,4496277.0,364.0,PA,MD
14975,2016,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,262030.0,364.0,PA,MD
14976,2016,University of Pittsburgh,National Institute for Occupational Safety and Health,107960.0,364.0,PA,GA
14977,2016,University of Pittsburgh,National Cancer Institute,152111.0,364.0,PA,MD
14978,2016,University of Pittsburgh,National Institute on Aging,214254.0,364.0,PA,MD
14979,2016,University of Pittsburgh,National Institute on Aging,169400.0,364.0,PA,MD
14980,2016,University of Pittsburgh,National Institute of Mental Health,198413.0,364.0,PA,MD
14981,2016,University of Pittsburgh,National Institute on Aging,112677.0,364.0,PA,MD
14982,2016,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,234370.0,364.0,PA,MD
14983,2016,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,115500.0,364.0,PA,MD
14984,2016,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,218680.0,364.0,PA,MD
14985,2016,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,246400.0,364.0,PA,MD
14986,2016,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,71736.0,364.0,PA,MD
14987,2016,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,249711.0,364.0,PA,MD
14988,2016,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,572435.0,364.0,PA,MD
14989,2016,University of Pittsburgh,National Institute of General Medical Sciences,158556.0,364.0,PA,MD
14990,2016,University of Pittsburgh,National Institute of General Medical Sciences,169950.0,364.0,PA,MD
14991,2016,University of Pittsburgh,Eunice Kennedy Shriver National Institute of Child Health and Human Development,211167.0,364.0,PA,MD
14992,2016,University of Pittsburgh,Eunice Kennedy Shriver National Institute of Child Health and Human Development,184252.0,364.0,PA,MD
14993,2016,University of Pittsburgh,National Cancer Institute,153917.0,364.0,PA,MD
14994,2016,University of Pittsburgh,National Institute of Mental Health,87017.0,273.0,PA,MD
14995,2016,University of Pittsburgh,National Institute on Aging,137119.0,364.0,PA,MD
14996,2016,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,68092.0,364.0,PA,MD
14997,2016,University of Pittsburgh,National Institute of General Medical Sciences,192381.0,364.0,PA,MD
14998,2016,University of Pittsburgh,National Cancer Institute,534844.0,364.0,PA,MD
14999,2016,University of Pittsburgh,National Cancer Institute,101906.0,364.0,PA,MD
15000,2016,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,308599.0,356.0,PA,MD
15001,2016,University of Pittsburgh,National Institute of Dental and Craniofacial Research,338393.0,65.0,PA,MD
15002,2016,University of Pittsburgh,National Heart Lung and Blood Institute,305893.0,327.0,PA,MD
15003,2016,University of Pittsburgh,National Institute of Mental Health,160563.0,290.0,PA,MD
